region_code,weather_param,year,key,value
Max temp,Max temp,1951,JUN,15.1,
Max temp,Max temp,1951,JUL,16.4,
Max temp,Max temp,1951,AUG,15.2,
Max temp,Max temp,1951,SEP,14.6,
Max temp,Max temp,1951,OCT,11.7,
Max temp,Max temp,1951,NOV,8.6,
Max temp,Max temp,1951,DEC,6.2,
Max temp,Max temp,1951,WIN,3.33,
Max temp,Max temp,1951,SPR,7.98,
Max temp,Max temp,1951,SUM,5.56,
Max temp,Max temp,1951,AUT,1.62,
Max temp,Max temp,1951,ANN,9.98,
Max temp,Max temp,1952,JAN,2.9,
Max temp,Max temp,1952,FEB,5.1,
Max temp,Max temp,1952,MAR,7.4,
Max temp,Max temp,1952,APR,11.2,
Max temp,Max temp,1952,MAY,14.2,
Max temp,Max temp,1952,JUN,14.0,
Max temp,Max temp,1952,JUL,17.0,
Max temp,Max temp,1952,AUG,15.9,
Max temp,Max temp,1952,SEP,11.8,
Max temp,Max temp,1952,OCT,9.7,
Max temp,Max temp,1952,NOV,5.1,
Max temp,Max temp,1952,DEC,4.5,
Max temp,Max temp,1952,WIN,4.68,
Max temp,Max temp,1952,SPR,0.93,
Max temp,Max temp,1952,SUM,5.63,
Max temp,Max temp,1952,AUT,8.89,
Max temp,Max temp,1952,ANN,9.91,
Max temp,Max temp,1953,JAN,5.8,
Max temp,Max temp,1953,FEB,6.3,
Max temp,Max temp,1953,MAR,8.9,
Max temp,Max temp,1953,APR,8.6,
Max temp,Max temp,1953,MAY,13.8,
Max temp,Max temp,1953,JUN,16.1,
Max temp,Max temp,1953,JUL,15.8,
Max temp,Max temp,1953,AUG,16.6,
Max temp,Max temp,1953,SEP,15.0,
Max temp,Max temp,1953,OCT,11.5,
Max temp,Max temp,1953,NOV,9.0,
Max temp,Max temp,1953,DEC,7.4,
Max temp,Max temp,1953,WIN,5.50,
Max temp,Max temp,1953,SPR,0.45,
Max temp,Max temp,1953,SUM,6.17,
Max temp,Max temp,1953,AUT,1.83,
Max temp,Max temp,1953,ANN,1.26,
Max temp,Max temp,1954,JAN,4.6,
Max temp,Max temp,1954,FEB,3.6,
Max temp,Max temp,1954,MAR,6.6,
Max temp,Max temp,1954,APR,10.2,
Max temp,Max temp,1954,MAY,13.0,
Max temp,Max temp,1954,JUN,14.5,
Max temp,Max temp,1954,JUL,14.8,
Max temp,Max temp,1954,AUG,15.0,
Max temp,Max temp,1954,SEP,12.8,
Max temp,Max temp,1954,OCT,11.3,
Max temp,Max temp,1954,NOV,7.5,
Max temp,Max temp,1954,DEC,6.8,
Max temp,Max temp,1954,WIN,5.24,
Max temp,Max temp,1954,SPR,9.92,
Max temp,Max temp,1954,SUM,4.76,
Max temp,Max temp,1954,AUT,0.53,
Max temp,Max temp,1954,ANN,0.09,
Max temp,Max temp,1955,JAN,3.2,
Max temp,Max temp,1955,FEB,2.0,
Max temp,Max temp,1955,MAR,5.3,
Max temp,Max temp,1955,APR,11.5,
Max temp,Max temp,1955,MAY,11.5,
Max temp,Max temp,1955,JUN,15.2,
Max temp,Max temp,1955,JUL,19.8,
Max temp,Max temp,1955,AUG,19.1,
Max temp,Max temp,1955,SEP,15.4,
Max temp,Max temp,1955,OCT,10.2,
Max temp,Max temp,1955,NOV,8.8,
Max temp,Max temp,1955,DEC,5.4,
Max temp,Max temp,1955,WIN,4.08,
Max temp,Max temp,1955,SPR,9.41,
Max temp,Max temp,1955,SUM,8.04,
Max temp,Max temp,1955,AUT,1.42,
Max temp,Max temp,1955,ANN,0.66,
Max temp,Max temp,1956,JAN,4.0,
Max temp,Max temp,1956,FEB,3.4,
Max temp,Max temp,1956,MAR,7.7,
Max temp,Max temp,1956,APR,9.1,
Max temp,Max temp,1956,MAY,13.4,
Max temp,Max temp,1956,JUN,14.4,
Max temp,Max temp,1956,JUL,16.1,
Max temp,Max temp,1956,AUG,13.9,
Max temp,Max temp,1956,SEP,14.6,
Max temp,Max temp,1956,OCT,10.6,
Max temp,Max temp,1956,NOV,7.9,
Max temp,Max temp,1956,DEC,7.0,
Max temp,Max temp,1956,WIN,4.30,
Max temp,Max temp,1956,SPR,0.06,
Max temp,Max temp,1956,SUM,4.80,
Max temp,Max temp,1956,AUT,1.04,
Max temp,Max temp,1956,ANN,0.20,
Max temp,Max temp,1957,JAN,6.5,
Max temp,Max temp,1957,FEB,5.1,
Max temp,Max temp,1957,MAR,9.4,
Max temp,Max temp,1957,APR,10.7,
Max temp,Max temp,1957,MAY,12.5,
Max temp,Max temp,1957,JUN,16.5,
Max temp,Max temp,1957,JUL,16.1,
Max temp,Max temp,1957,AUG,15.8,
Max temp,Max temp,1957,SEP,12.6,
Max temp,Max temp,1957,OCT,11.4,
Max temp,Max temp,1957,NOV,7.7,
Max temp,Max temp,1957,DEC,6.1,
Max temp,Max temp,1957,WIN,6.25,
Max temp,Max temp,1957,SPR,0.86,
Max temp,Max temp,1957,SUM,6.13,
Max temp,Max temp,1957,AUT,0.55,
Max temp,Max temp,1957,ANN,0.89,
Max temp,Max temp,1958,JAN,4.5,
Max temp,Max temp,1958,FEB,4.6,
Max temp,Max temp,1958,MAR,4.2,
Max temp,Max temp,1958,APR,9.2,
Max temp,Max temp,1958,MAY,11.7,
Max temp,Max temp,1958,JUN,14.9,
Max temp,Max temp,1958,JUL,16.8,
Max temp,Max temp,1958,AUG,16.1,
Max temp,Max temp,1958,SEP,16.3,
Max temp,Max temp,1958,OCT,11.8,
Max temp,Max temp,1958,NOV,8.3,
Max temp,Max temp,1958,DEC,5.1,
Max temp,Max temp,1958,WIN,5.05,
Max temp,Max temp,1958,SPR,8.36,
Max temp,Max temp,1958,SUM,5.92,
Max temp,Max temp,1958,AUT,2.12,
Max temp,Max temp,1958,ANN,0.31,
Max temp,Max temp,1959,JAN,2.6,
Max temp,Max temp,1959,FEB,6.3,
Max temp,Max temp,1959,MAR,8.4,
Max temp,Max temp,1959,APR,10.2,
Max temp,Max temp,1959,MAY,14.8,
Max temp,Max temp,1959,JUN,16.0,
Max temp,Max temp,1959,JUL,17.1,
Max temp,Max temp,1959,AUG,17.8,
Max temp,Max temp,1959,SEP,16.4,
Max temp,Max temp,1959,OCT,13.6,
Max temp,Max temp,1959,NOV,8.2,
Max temp,Max temp,1959,DEC,6.0,
Max temp,Max temp,1959,WIN,4.61,
Max temp,Max temp,1959,SPR,1.13,
Max temp,Max temp,1959,SUM,6.98,
Max temp,Max temp,1959,AUT,2.77,
Max temp,Max temp,1959,ANN,1.48,
Max temp,Max temp,1960,JAN,4.8,
Max temp,Max temp,1960,FEB,4.2,
Max temp,Max temp,1960,MAR,7.1,
Max temp,Max temp,1960,APR,10.8,
Max temp,Max temp,1960,MAY,14.9,
Max temp,Max temp,1960,JUN,17.3,
Max temp,Max temp,1960,JUL,16.1,
Max temp,Max temp,1960,AUG,16.0,
Max temp,Max temp,1960,SEP,14.2,
Max temp,Max temp,1960,OCT,10.6,
Max temp,Max temp,1960,NOV,7.4,
Max temp,Max temp,1960,DEC,4.5,
Max temp,Max temp,1960,WIN,5.03,
Max temp,Max temp,1960,SPR,0.94,
Max temp,Max temp,1960,SUM,6.50,
Max temp,Max temp,1960,AUT,0.73,
Max temp,Max temp,1960,ANN,0.68,
Max temp,Max temp,1961,JAN,4.4,
Max temp,Max temp,1961,FEB,7.2,
Max temp,Max temp,1961,MAR,9.5,
Max temp,Max temp,1961,APR,10.1,
Max temp,Max temp,1961,MAY,12.6,
Max temp,Max temp,1961,JUN,14.7,
Max temp,Max temp,1961,JUL,15.0,
Max temp,Max temp,1961,AUG,15.6,
Max temp,Max temp,1961,SEP,14.9,
Max temp,Max temp,1961,OCT,11.1,
Max temp,Max temp,1961,NOV,6.6,
Max temp,Max temp,1961,DEC,3.3,
Max temp,Max temp,1961,WIN,5.29,
Max temp,Max temp,1961,SPR,0.74,
Max temp,Max temp,1961,SUM,5.12,
Max temp,Max temp,1961,AUT,0.90,
Max temp,Max temp,1961,ANN,0.44,
Max temp,Max temp,1962,JAN,5.4,
Max temp,Max temp,1962,FEB,6.1,
Max temp,Max temp,1962,MAR,4.3,
Max temp,Max temp,1962,APR,9.4,
Max temp,Max temp,1962,MAY,11.7,
Max temp,Max temp,1962,JUN,15.2,
Max temp,Max temp,1962,JUL,15.2,
Max temp,Max temp,1962,AUG,14.6,
Max temp,Max temp,1962,SEP,12.7,
Max temp,Max temp,1962,OCT,11.5,
Max temp,Max temp,1962,NOV,6.4,
Max temp,Max temp,1962,DEC,5.0,
Max temp,Max temp,1962,WIN,4.89,
Max temp,Max temp,1962,SPR,8.46,
Max temp,Max temp,1962,SUM,4.97,
Max temp,Max temp,1962,AUT,0.23,
Max temp,Max temp,1962,ANN,9.81,
Max temp,Max temp,1963,JAN,1.5,
Max temp,Max temp,1963,FEB,2.1,
Max temp,Max temp,1963,MAR,7.4,
Max temp,Max temp,1963,APR,9.4,
Max temp,Max temp,1963,MAY,11.6,
Max temp,Max temp,1963,JUN,15.8,
Max temp,Max temp,1963,JUL,15.6,
Max temp,Max temp,1963,AUG,14.6,
Max temp,Max temp,1963,SEP,13.6,
Max temp,Max temp,1963,OCT,11.5,
Max temp,Max temp,1963,NOV,7.1,
Max temp,Max temp,1963,DEC,4.8,
Max temp,Max temp,1963,WIN,2.89,
Max temp,Max temp,1963,SPR,9.46,
Max temp,Max temp,1963,SUM,5.32,
Max temp,Max temp,1963,AUT,0.74,
Max temp,Max temp,1963,ANN,9.62,
Max temp,Max temp,1964,JAN,6.1,
Max temp,Max temp,1964,FEB,5.7,
Max temp,Max temp,1964,MAR,5.7,
Max temp,Max temp,1964,APR,9.9,
Max temp,Max temp,1964,MAY,13.5,
Max temp,Max temp,1964,JUN,14.6,
Max temp,Max temp,1964,JUL,15.8,
Max temp,Max temp,1964,AUG,15.2,
Max temp,Max temp,1964,SEP,14.2,
Max temp,Max temp,1964,OCT,10.4,
Max temp,Max temp,1964,NOV,8.1,
Max temp,Max temp,1964,DEC,4.9,
Max temp,Max temp,1964,WIN,5.53,
Max temp,Max temp,1964,SPR,9.68,
Max temp,Max temp,1964,SUM,5.20,
Max temp,Max temp,1964,AUT,0.88,
Max temp,Max temp,1964,ANN,0.34,
Max temp,Max temp,1965,JAN,4.0,
Max temp,Max temp,1965,FEB,5.2,
Max temp,Max temp,1965,MAR,6.3,
Max temp,Max temp,1965,APR,9.7,
Max temp,Max temp,1965,MAY,12.0,
Max temp,Max temp,1965,JUN,15.1,
Max temp,Max temp,1965,JUL,14.1,
Max temp,Max temp,1965,AUG,15.3,
Max temp,Max temp,1965,SEP,13.1,
Max temp,Max temp,1965,OCT,11.5,
Max temp,Max temp,1965,NOV,4.9,
Max temp,Max temp,1965,DEC,4.2,
Max temp,Max temp,1965,WIN,4.64,
Max temp,Max temp,1965,SPR,9.33,
Max temp,Max temp,1965,SUM,4.84,
Max temp,Max temp,1965,AUT,9.86,
Max temp,Max temp,1965,ANN,9.64,
Max temp,Max temp,1966,JAN,3.7,
Max temp,Max temp,1966,FEB,4.2,
Max temp,Max temp,1966,MAR,7.7,
Max temp,Max temp,1966,APR,7.1,
Max temp,Max temp,1966,MAY,12.5,
Max temp,Max temp,1966,JUN,15.6,
Max temp,Max temp,1966,JUL,15.9,
Max temp,Max temp,1966,AUG,15.1,
Max temp,Max temp,1966,SEP,14.2,
Max temp,Max temp,1966,OCT,10.3,
Max temp,Max temp,1966,NOV,6.0,
Max temp,Max temp,1966,DEC,5.3,
Max temp,Max temp,1966,WIN,4.04,
Max temp,Max temp,1966,SPR,9.12,
Max temp,Max temp,1966,SUM,5.54,
Max temp,Max temp,1966,AUT,0.18,
Max temp,Max temp,1966,ANN,9.84,
Max temp,Max temp,1967,JAN,5.2,
Max temp,Max temp,1967,FEB,6.1,
Max temp,Max temp,1967,MAR,7.2,
Max temp,Max temp,1967,APR,9.4,
Max temp,Max temp,1967,MAY,10.9,
Max temp,Max temp,1967,JUN,15.6,
Max temp,Max temp,1967,JUL,15.9,
Max temp,Max temp,1967,AUG,16.1,
Max temp,Max temp,1967,SEP,14.4,
Max temp,Max temp,1967,OCT,10.3,
Max temp,Max temp,1967,NOV,7.3,
Max temp,Max temp,1967,DEC,5.7,
Max temp,Max temp,1967,WIN,5.53,
Max temp,Max temp,1967,SPR,9.15,
Max temp,Max temp,1967,SUM,5.89,
Max temp,Max temp,1967,AUT,0.64,
Max temp,Max temp,1967,ANN,0.36,
Max temp,Max temp,1968,JAN,5.1,
Max temp,Max temp,1968,FEB,3.1,
Max temp,Max temp,1968,MAR,7.0,
Max temp,Max temp,1968,APR,9.8,
Max temp,Max temp,1968,MAY,10.4,
Max temp,Max temp,1968,JUN,16.2,
Max temp,Max temp,1968,JUL,15.2,
Max temp,Max temp,1968,AUG,16.5,
Max temp,Max temp,1968,SEP,14.2,
Max temp,Max temp,1968,OCT,11.9,
Max temp,Max temp,1968,NOV,6.8,
Max temp,Max temp,1968,DEC,4.8,
Max temp,Max temp,1968,WIN,4.66,
Max temp,Max temp,1968,SPR,9.05,
Max temp,Max temp,1968,SUM,5.99,
Max temp,Max temp,1968,AUT,0.99,
Max temp,Max temp,1968,ANN,0.11,
Max temp,Max temp,1969,JAN,5.5,
Max temp,Max temp,1969,FEB,2.2,
Max temp,Max temp,1969,MAR,4.6,
Max temp,Max temp,1969,APR,9.0,
Max temp,Max temp,1969,MAY,11.6,
Max temp,Max temp,1969,JUN,16.1,
Max temp,Max temp,1969,JUL,17.0,
Max temp,Max temp,1969,AUG,17.3,
Max temp,Max temp,1969,SEP,14.3,
Max temp,Max temp,1969,OCT,13.4,
Max temp,Max temp,1969,NOV,5.0,
Max temp,Max temp,1969,DEC,4.8,
Max temp,Max temp,1969,WIN,4.23,
Max temp,Max temp,1969,SPR,8.37,
Max temp,Max temp,1969,SUM,6.80,
Max temp,Max temp,1969,AUT,0.96,
Max temp,Max temp,1969,ANN,0.12,
Max temp,Max temp,1970,JAN,4.2,
Max temp,Max temp,1970,FEB,3.4,
Max temp,Max temp,1970,MAR,5.3,
Max temp,Max temp,1970,APR,7.8,
Max temp,Max temp,1970,MAY,13.2,
Max temp,Max temp,1970,JUN,17.8,
Max temp,Max temp,1970,JUL,14.5,
Max temp,Max temp,1970,AUG,16.8,
Max temp,Max temp,1970,SEP,14.1,
Max temp,Max temp,1970,OCT,10.9,
Max temp,Max temp,1970,NOV,7.0,
Max temp,Max temp,1970,DEC,5.7,
Max temp,Max temp,1970,WIN,4.20,
Max temp,Max temp,1970,SPR,8.76,
Max temp,Max temp,1970,SUM,6.33,
Max temp,Max temp,1970,AUT,0.67,
Max temp,Max temp,1970,ANN,0.09,
Max temp,Max temp,1971,JAN,5.6,
Max temp,Max temp,1971,FEB,6.3,
Max temp,Max temp,1971,MAR,7.0,
Max temp,Max temp,1971,APR,9.8,
Max temp,Max temp,1971,MAY,13.5,
Max temp,Max temp,1971,JUN,13.4,
Max temp,Max temp,1971,JUL,17.1,
Max temp,Max temp,1971,AUG,15.9,
Max temp,Max temp,1971,SEP,15.5,
Max temp,Max temp,1971,OCT,12.2,
Max temp,Max temp,1971,NOV,7.2,
Max temp,Max temp,1971,DEC,8.1,
Max temp,Max temp,1971,WIN,5.86,
Max temp,Max temp,1971,SPR,0.10,
Max temp,Max temp,1971,SUM,5.48,
Max temp,Max temp,1971,AUT,1.61,
Max temp,Max temp,1971,ANN,0.99,
Max temp,Max temp,1972,JAN,4.6,
Max temp,Max temp,1972,FEB,5.0,
Max temp,Max temp,1972,MAR,7.4,
Max temp,Max temp,1972,APR,9.8,
Max temp,Max temp,1972,MAY,12.1,
Max temp,Max temp,1972,JUN,13.1,
Max temp,Max temp,1972,JUL,16.8,
Max temp,Max temp,1972,AUG,15.5,
Max temp,Max temp,1972,SEP,13.4,
Max temp,Max temp,1972,OCT,12.2,
Max temp,Max temp,1972,NOV,6.9,
Max temp,Max temp,1972,DEC,6.7,
Max temp,Max temp,1972,WIN,5.92,
Max temp,Max temp,1972,SPR,9.79,
Max temp,Max temp,1972,SUM,5.13,
Max temp,Max temp,1972,AUT,0.81,
Max temp,Max temp,1972,ANN,0.30,
Max temp,Max temp,1973,JAN,5.5,
Max temp,Max temp,1973,FEB,5.3,
Max temp,Max temp,1973,MAR,8.4,
Max temp,Max temp,1973,APR,8.2,
Max temp,Max temp,1973,MAY,11.9,
Max temp,Max temp,1973,JUN,15.6,
Max temp,Max temp,1973,JUL,16.5,
Max temp,Max temp,1973,AUG,16.7,
Max temp,Max temp,1973,SEP,14.1,
Max temp,Max temp,1973,OCT,10.3,
Max temp,Max temp,1973,NOV,6.6,
Max temp,Max temp,1973,DEC,5.6,
Max temp,Max temp,1973,WIN,5.85,
Max temp,Max temp,1973,SPR,9.52,
Max temp,Max temp,1973,SUM,6.28,
Max temp,Max temp,1973,AUT,0.35,
Max temp,Max temp,1973,ANN,0.44,
Max temp,Max temp,1974,JAN,6.8,
Max temp,Max temp,1974,FEB,6.1,
Max temp,Max temp,1974,MAR,6.8,
Max temp,Max temp,1974,APR,11.4,
Max temp,Max temp,1974,MAY,12.6,
Max temp,Max temp,1974,JUN,15.1,
Max temp,Max temp,1974,JUL,15.1,
Max temp,Max temp,1974,AUG,16.0,
Max temp,Max temp,1974,SEP,12.5,
Max temp,Max temp,1974,OCT,8.8,
Max temp,Max temp,1974,NOV,6.9,
Max temp,Max temp,1974,DEC,7.5,
Max temp,Max temp,1974,WIN,6.17,
Max temp,Max temp,1974,SPR,0.26,
Max temp,Max temp,1974,SUM,5.39,
Max temp,Max temp,1974,AUT,9.41,
Max temp,Max temp,1974,ANN,0.49,
Max temp,Max temp,1975,JAN,6.6,
Max temp,Max temp,1975,FEB,5.8,
Max temp,Max temp,1975,MAR,6.0,
Max temp,Max temp,1975,APR,9.1,
Max temp,Max temp,1975,MAY,11.5,
Max temp,Max temp,1975,JUN,16.1,
Max temp,Max temp,1975,JUL,17.1,
Max temp,Max temp,1975,AUG,18.9,
Max temp,Max temp,1975,SEP,13.3,
Max temp,Max temp,1975,OCT,11.5,
Max temp,Max temp,1975,NOV,7.3,
Max temp,Max temp,1975,DEC,7.3,
Max temp,Max temp,1975,WIN,6.65,
Max temp,Max temp,1975,SPR,8.89,
Max temp,Max temp,1975,SUM,7.39,
Max temp,Max temp,1975,AUT,0.71,
Max temp,Max temp,1975,ANN,0.91,
Max temp,Max temp,1976,JAN,5.9,
Max temp,Max temp,1976,FEB,5.8,
Max temp,Max temp,1976,MAR,6.0,
Max temp,Max temp,1976,APR,9.8,
Max temp,Max temp,1976,MAY,12.4,
Max temp,Max temp,1976,JUN,16.6,
Max temp,Max temp,1976,JUL,18.9,
Max temp,Max temp,1976,AUG,19.1,
Max temp,Max temp,1976,SEP,13.4,
Max temp,Max temp,1976,OCT,10.8,
Max temp,Max temp,1976,NOV,7.1,
Max temp,Max temp,1976,DEC,2.6,
Max temp,Max temp,1976,WIN,6.33,
Max temp,Max temp,1976,SPR,9.40,
Max temp,Max temp,1976,SUM,8.22,
Max temp,Max temp,1976,AUT,0.42,
Max temp,Max temp,1976,ANN,0.71,
Max temp,Max temp,1977,JAN,3.6,
Max temp,Max temp,1977,FEB,4.2,
Max temp,Max temp,1977,MAR,7.5,
Max temp,Max temp,1977,APR,8.0,
Max temp,Max temp,1977,MAY,12.5,
Max temp,Max temp,1977,JUN,14.2,
Max temp,Max temp,1977,JUL,17.2,
Max temp,Max temp,1977,AUG,16.4,
Max temp,Max temp,1977,SEP,13.1,
Max temp,Max temp,1977,OCT,12.4,
Max temp,Max temp,1977,NOV,6.3,
Max temp,Max temp,1977,DEC,6.5,
Max temp,Max temp,1977,WIN,3.44,
Max temp,Max temp,1977,SPR,9.35,
Max temp,Max temp,1977,SUM,5.99,
Max temp,Max temp,1977,AUT,0.58,
Max temp,Max temp,1977,ANN,0.20,
Max temp,Max temp,1978,JAN,3.8,
Max temp,Max temp,1978,FEB,3.0,
Max temp,Max temp,1978,MAR,7.1,
Max temp,Max temp,1978,APR,7.8,
Max temp,Max temp,1978,MAY,14.2,
Max temp,Max temp,1978,JUN,14.9,
Max temp,Max temp,1978,JUL,15.2,
Max temp,Max temp,1978,AUG,15.3,
Max temp,Max temp,1978,SEP,13.6,
Max temp,Max temp,1978,OCT,12.0,
Max temp,Max temp,1978,NOV,8.7,
Max temp,Max temp,1978,DEC,4.4,
Max temp,Max temp,1978,WIN,4.47,
Max temp,Max temp,1978,SPR,9.71,
Max temp,Max temp,1978,SUM,5.11,
Max temp,Max temp,1978,AUT,1.47,
Max temp,Max temp,1978,ANN,0.04,
Max temp,Max temp,1979,JAN,2.0,
Max temp,Max temp,1979,FEB,2.7,
Max temp,Max temp,1979,MAR,4.6,
Max temp,Max temp,1979,APR,8.2,
Max temp,Max temp,1979,MAY,10.5,
Max temp,Max temp,1979,JUN,15.3,
Max temp,Max temp,1979,JUL,15.7,
Max temp,Max temp,1979,AUG,15.0,
Max temp,Max temp,1979,SEP,13.7,
Max temp,Max temp,1979,OCT,11.4,
Max temp,Max temp,1979,NOV,7.1,
Max temp,Max temp,1979,DEC,5.3,
Max temp,Max temp,1979,WIN,3.06,
Max temp,Max temp,1979,SPR,7.77,
Max temp,Max temp,1979,SUM,5.36,
Max temp,Max temp,1979,AUT,0.76,
Max temp,Max temp,1979,ANN,9.34,
Max temp,Max temp,1980,JAN,3.3,
Max temp,Max temp,1980,FEB,5.7,
Max temp,Max temp,1980,MAR,5.3,
Max temp,Max temp,1980,APR,10.7,
Max temp,Max temp,1980,MAY,14.1,
Max temp,Max temp,1980,JUN,14.8,
Max temp,Max temp,1980,JUL,15.4,
Max temp,Max temp,1980,AUG,15.9,
Max temp,Max temp,1980,SEP,14.5,
Max temp,Max temp,1980,OCT,9.2,
Max temp,Max temp,1980,NOV,7.0,
Max temp,Max temp,1980,DEC,6.5,
Max temp,Max temp,1980,WIN,4.72,
Max temp,Max temp,1980,SPR,0.04,
Max temp,Max temp,1980,SUM,5.39,
Max temp,Max temp,1980,AUT,0.22,
Max temp,Max temp,1980,ANN,0.21,
Max temp,Max temp,1981,JAN,5.7,
Max temp,Max temp,1981,FEB,4.8,
Max temp,Max temp,1981,MAR,7.4,
Max temp,Max temp,1981,APR,10.1,
Max temp,Max temp,1981,MAY,13.5,
Max temp,Max temp,1981,JUN,14.1,
Max temp,Max temp,1981,JUL,15.7,
Max temp,Max temp,1981,AUG,16.9,
Max temp,Max temp,1981,SEP,14.8,
Max temp,Max temp,1981,OCT,8.1,
Max temp,Max temp,1981,NOV,7.8,
Max temp,Max temp,1981,DEC,1.9,
Max temp,Max temp,1981,WIN,5.69,
Max temp,Max temp,1981,SPR,0.35,
Max temp,Max temp,1981,SUM,5.56,
Max temp,Max temp,1981,AUT,0.24,
Max temp,Max temp,1981,ANN,0.10,
Max temp,Max temp,1982,JAN,3.9,
Max temp,Max temp,1982,FEB,6.3,
Max temp,Max temp,1982,MAR,7.1,
Max temp,Max temp,1982,APR,10.3,
Max temp,Max temp,1982,MAY,13.3,
Max temp,Max temp,1982,JUN,15.3,
Max temp,Max temp,1982,JUL,17.8,
Max temp,Max temp,1982,AUG,16.2,
Max temp,Max temp,1982,SEP,13.7,
Max temp,Max temp,1982,OCT,10.9,
Max temp,Max temp,1982,NOV,7.5,
Max temp,Max temp,1982,DEC,5.2,
Max temp,Max temp,1982,WIN,3.97,
Max temp,Max temp,1982,SPR,0.24,
Max temp,Max temp,1982,SUM,6.46,
Max temp,Max temp,1982,AUT,0.70,
Max temp,Max temp,1982,ANN,0.65,
Max temp,Max temp,1983,JAN,6.6,
Max temp,Max temp,1983,FEB,3.7,
Max temp,Max temp,1983,MAR,7.2,
Max temp,Max temp,1983,APR,7.7,
Max temp,Max temp,1983,MAY,10.8,
Max temp,Max temp,1983,JUN,14.6,
Max temp,Max temp,1983,JUL,18.9,
Max temp,Max temp,1983,AUG,18.3,
Max temp,Max temp,1983,SEP,13.0,
Max temp,Max temp,1983,OCT,10.7,
Max temp,Max temp,1983,NOV,8.2,
Max temp,Max temp,1983,DEC,7.1,
Max temp,Max temp,1983,WIN,5.20,
Max temp,Max temp,1983,SPR,8.57,
Max temp,Max temp,1983,SUM,7.29,
Max temp,Max temp,1983,AUT,0.66,
Max temp,Max temp,1983,ANN,0.62,
Max temp,Max temp,1984,JAN,3.0,
Max temp,Max temp,1984,FEB,5.3,
Max temp,Max temp,1984,MAR,5.7,
Max temp,Max temp,1984,APR,10.7,
Max temp,Max temp,1984,MAY,13.0,
Max temp,Max temp,1984,JUN,15.2,
Max temp,Max temp,1984,JUL,18.0,
Max temp,Max temp,1984,AUG,18.4,
Max temp,Max temp,1984,SEP,13.0,
Max temp,Max temp,1984,OCT,11.2,
Max temp,Max temp,1984,NOV,7.8,
Max temp,Max temp,1984,DEC,6.7,
Max temp,Max temp,1984,WIN,5.14,
Max temp,Max temp,1984,SPR,9.80,
Max temp,Max temp,1984,SUM,7.26,
Max temp,Max temp,1984,AUT,0.69,
Max temp,Max temp,1984,ANN,0.70,
Max temp,Max temp,1985,JAN,2.6,
Max temp,Max temp,1985,FEB,4.9,
Max temp,Max temp,1985,MAR,5.8,
Max temp,Max temp,1985,APR,9.2,
Max temp,Max temp,1985,MAY,12.3,
Max temp,Max temp,1985,JUN,13.9,
Max temp,Max temp,1985,JUL,15.9,
Max temp,Max temp,1985,AUG,14.8,
Max temp,Max temp,1985,SEP,13.3,
Max temp,Max temp,1985,OCT,11.9,
Max temp,Max temp,1985,NOV,4.9,
Max temp,Max temp,1985,DEC,6.0,
Max temp,Max temp,1985,WIN,4.73,
Max temp,Max temp,1985,SPR,9.08,
Max temp,Max temp,1985,SUM,4.87,
Max temp,Max temp,1985,AUT,0.06,
Max temp,Max temp,1985,ANN,9.65,
Max temp,Max temp,1986,JAN,3.8,
Max temp,Max temp,1986,FEB,1.7,
Max temp,Max temp,1986,MAR,6.7,
Max temp,Max temp,1986,APR,7.2,
Max temp,Max temp,1986,MAY,11.9,
Max temp,Max temp,1986,JUN,16.1,
Max temp,Max temp,1986,JUL,15.7,
Max temp,Max temp,1986,AUG,14.1,
Max temp,Max temp,1986,SEP,12.9,
Max temp,Max temp,1986,OCT,11.1,
Max temp,Max temp,1986,NOV,8.5,
Max temp,Max temp,1986,DEC,5.7,
Max temp,Max temp,1986,WIN,3.91,
Max temp,Max temp,1986,SPR,8.61,
Max temp,Max temp,1986,SUM,5.30,
Max temp,Max temp,1986,AUT,0.84,
Max temp,Max temp,1986,ANN,9.66,
Max temp,Max temp,1987,JAN,3.0,
Max temp,Max temp,1987,FEB,5.1,
Max temp,Max temp,1987,MAR,5.4,
Max temp,Max temp,1987,APR,11.0,
Max temp,Max temp,1987,MAY,11.7,
Max temp,Max temp,1987,JUN,13.1,
Max temp,Max temp,1987,JUL,16.3,
Max temp,Max temp,1987,AUG,15.8,
Max temp,Max temp,1987,SEP,13.8,
Max temp,Max temp,1987,OCT,9.7,
Max temp,Max temp,1987,NOV,7.0,
Max temp,Max temp,1987,DEC,6.3,
Max temp,Max temp,1987,WIN,4.57,
Max temp,Max temp,1987,SPR,9.35,
Max temp,Max temp,1987,SUM,5.09,
Max temp,Max temp,1987,AUT,0.17,
Max temp,Max temp,1987,ANN,9.88,
Max temp,Max temp,1988,JAN,5.0,
Max temp,Max temp,1988,FEB,5.4,
Max temp,Max temp,1988,MAR,6.6,
Max temp,Max temp,1988,APR,9.4,
Max temp,Max temp,1988,MAY,13.5,
Max temp,Max temp,1988,JUN,16.5,
Max temp,Max temp,1988,JUL,15.3,
Max temp,Max temp,1988,AUG,15.7,
Max temp,Max temp,1988,SEP,13.8,
Max temp,Max temp,1988,OCT,10.6,
Max temp,Max temp,1988,NOV,7.4,
Max temp,Max temp,1988,DEC,8.3,
Max temp,Max temp,1988,WIN,5.59,
